"species","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Sinibrama taeniatus",56098,"Sinibrama",33784,"(Nichols, 1941)",NA,NA,NA,NA,NA,751,NA,6510,NA,"Elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,14.8000001907349,"SL",NA,NA,33784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.515600025653839,0,97,2000-04-20,65,2021-10-29,NA,NA,NA
"Siniperca chuatsi",28054,"Siniperca",13397,"(Basilewsky, 1855)","Mandarin fish","Sichu_u1.jpg",NA,NA,NA,667,NA,5964,NA,"short and-or deep","R",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,10,NA,26334,NA,NA,NA,9,56557,NA,NA,56.3,NA,70,"TL",NA,NA,56557,NA,NA,NA,NA,NA,8000,NA,56557,NA,NA,NA,NA,28033,"commercial","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"commercial"," ",12228,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit rivers (Ref. 26334).  Are demersal piscivores which have very specialized feeding habits--as soon as they start feeding, they feed solely on fry of other fish species.  Typical of stalking predators, they rely on vision for following the movement of prey before leaping forward and snapping at the victim.  Prey consist mostly of diurnal fishes whose eyes have color vision and high acuity but cannot function at night.  The habitat of the  Chinese perch is usually rich in macrophytes and might be very turbid during rainy season (Ref. 28033).",NA,0.501999974250793,0,1,1997-12-16,2,2019-08-16,NA,NA,NA
"Somniosus microcephalus",138,"Somniosus",50224,"(Bloch & Schneider, 1801)","Greenland shark","Somic_u0.gif",NA,"Somic_j0.jpg","Somic_u0.jpg",658,NA,6376,NA,"elongated","R",NA,NA,0,0,0,1,"benthopelagic","WaterAssumed",NA,"oceanodromous",119696,0,2992,119696,200,600,35388,392,110949,NA,NA,89.77,50,427,"TL",550,"TL",247,NA,NA,NA,NA,NA,NA,1100000,118389,"SOMIC_U0",NA,NA,NA,4931,"minor commercial","low","Reliable: based on ex-vessel price for this species","Mainly used for its liver oil.","up to 1,000 tons/year","31 tons by Iceland in area 27","hooks and lines"," ",0,0,0,1,0,0,0,0,1,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,1,4699,"poisonous to eat",4690,"electrosensing only",10311,NA,1,"Found on continental and insular shelves and upper slopes down to at least 1,200 m (Ref. 247) and to as deep as 2,200  m (Ref. 55584).  Epibenthic-pelagic (Ref. 58426).  In the  Arctic and boreal Atlantic, it occurs inshore in the  intertidal and at the surface in shallow bays and river mouths during colder months, retreating to depths of 180-550 m when the temperature rises (Ref. 247).  Reported to be found in temperatures from -1.8° to 17.2°C but commonly below 5°C  at with salinity range of 29.4-35.5.  It is capable of undertaking long migrations (Ref. 119696).  Feeds on  pelagic and bottom fishes (herring, Atlantic salmon, Arctic char, capelin, redfish, sculpins, lumpfish, cod, haddock,  Atlantic halibut, Greenland halibut and skates (Ref. 
5951)), sharks and skates (Ref. 5578), seals and small cetaceans, sea birds, squids, crabs, amphipods, marine snails, brittle stars, sea urchins, and jellyfish (Ref. 247, 58240).  Radiocarbon dating of eye lens nuclei from 28 caught female Greenland sharks (81-502 cm TL) revealed a  life span of at least 272 years, the oldest being nearly 400 years; age of sexual maturity is about 150 years.  This  large species is slow-growing (Ref. 110949).  
<i>Petromyzon marinus</i> was reported to have been attached to <i>S. microcephalus</i> (Ref. 58185).  Ovoviviparous (Ref. 205).  Utilized fresh and dried for human and sled-dog food (flesh is said to be toxic when fresh); Inuit also used the skin to make boots, and the 
sharp lower dental bands as knives for cutting hair (Ref. 247).  A very sluggish shark (Ref. 28609). Reports in literature of lengths exceeding 640 cm TL (e.g. up to 730 cm TL in Ref. 247) remain unverified. Common length  244-427 cm TL (Ref. 119696).",NA,0.531300008296967,0,23,1992-06-15,1,2022-02-11,113,1995-11-20,NA
"Spinibarbus sinensis",62460,"Spinibarbus",45620,"(Bleeker, 1871)",NA,"Spsin_u0.jpg",NA,NA,NA,122,"Spinibarbinae",5284,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,NA,61,"TL",NA,NA,125933,NA,NA,NA,NA,NA,2850,NA,125933,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500999987125397,0,10,2006-01-02,65,2022-03-22,NA,NA,NA
"Tachysurus dumerili",50980,"Tachysurus",94476,"(Bleeker, 1864)","Chinese longsnout catfish","Lelon_u0.jpg",NA,NA,NA,130,NA,3125,NA,"elongated","O",NA,NA,0,1,1,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.16,NA,80.4000015258789,"TL",NA,NA,125933,NA,NA,NA,NA,NA,4803,NA,125933,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500100016593933,0,10,1999-01-28,65,2022-03-22,NA,NA,NA
"Tautogolabrus adspersus",3672,"Tautogolabrus",7251,"(Walbaum, 1792)","Cunner","Taads_u0.jpg",NA,NA,NA,362,NA,5912,NA,"fusiform-normal","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,10,128,5951,NA,NA,NA,6,1009,4,273,44.63,62.88,44,"TL",NA,NA,49746,NA,NA,NA,NA,NA,1000,NA,7251,NA,NA,NA,NA,NA,NA,"very high","Reliable: based on ex-vessel price for this species",NA,NA,NA,"seines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits shallow, inshore waters, living on or near the bottom, often congregating in masses around wharves, wrecks and submerged seaweed.  During winter they become torpid and remain inshore under rocks in shallow water (Ref. 5951).",NA,1,0,1,1991-05-01,65,2022-09-21,10,1994-08-25,NA
"Thalassoma amblycephalum",5642,"Thalassoma",2334,"(Bleeker, 1856)","Bluntheaded wrasse","Thamb_m2.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform-normal","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,15,1602,1,15,27115,NA,NA,NA,NA,10,NA,16,"SL",NA,NA,9823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9823,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in aggregations over shallow lagoon and seaward reefs (Ref. 9710) and on reef flats (Ref. 9823).  Feeds mainly on crustacean zooplankton (Ref. 1602).  Spawns at dusk above reefs (Ref. 90102).  Rarely marketed (Ref. 2334).",NA,0.5,0,14,1992-06-10,2310,2013-05-20,14,1995-05-30,NA
"Thunnus orientalis",14290,"Thunnus",9340,"(Temminck & Schlegel, 1844)","Pacific bluefin tuna","Thori_u1.gif",NA,NA,NA,416,"Scombrinae",8961,NA,"fusiform-normal","R",NA,NA,0,0,1,1,"pelagic-oceanic","WaterAssumed",NA,"oceanodromous",51243,1,550,58302,NA,NA,NA,15,83312,NA,NA,76.13,37.5,300,"FL",NA,NA,9340,200,"FL",NA,NA,9340,450000,NA,47525,"THTHYOU1",NA,NA,NA,9340,"highly commercial","very high","Reliable: based on ex-vessel price for this species",NA," ",NA,"various gears"," ",0,1,0,0,0,0,0,0,1,1,"commercial"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,1,6885,"harmless",NA,"no special ability",NA,NA,1,"Epipelagic, usually oceanic, but seasonally coming close to shore (Ref. 168).  Tolerates  ample temperature intervals (Ref. 168).  Forms schools by size, sometimes with other scombrids (Ref. 168).  Migrates between June and September in a northward direction along the coast of Baja California, Mexico and California (Ref. 168).  A voracious predator that feeds on a wide variety of small schooling fishes and squids, also on crabs crabs and to a lesser degree on sessile organisms (Ref. 168).  Marketed fresh and frozen.",NA,0.503899991512299,0,113,1995-07-27,303,2018-01-31,NA,NA,NA
"Trachurus trachurus",1365,"Trachurus",4233,"(Linnaeus, 1758)","Atlantic horse mackerel","Trtra_u6.jpg",NA,NA,NA,314,"Caranginae",3831,NA,"fusiform-normal","R",NA,NA,0,0,0,1,"pelagic-neritic","WaterAssumed",NA,"oceanodromous",51243,0,1050,54256,100,200,54256,NA,NA,NA,NA,56.3,25,70,"TL",NA,NA,3197,22,"FL",NA,NA,3397,2000,NA,27584,"TRTRA_U3",NA,"TRTRA_L0",NA,4931,"highly commercial","medium","Reliable: based on ex-vessel price for this species",NA,"from 100,000 to 500,000","mainly area 27 (225000 t), 47 (480000 t)","seines",NA,0,1,0,0,0,1,0,0,1,1,"never/rarely",NA,NA,"usually",12484,"never/rarely",NA,NA,1,171,"harmless",NA,"no special ability",NA,NA,1,"Adults form large schools in coastal areas with sandy substrate.  They feed on fish, crustaceans, and cephalopods.  Are batch spawners (Ref. 51846).  Females lay 140,000 eggs, which hatch into 5mm long larvae (Ref. 35388).  Eggs are pelagic (Ref. 4233).  Utilized fresh, smoked, canned and frozen; can be fried, broiled and baked (Ref. 9988).  Divided into two stocks:  West stock and North Sea stock.  West stock spawns in a belt from the Biscay to Ireland in early spring, migrates north and eastwards to southern Norway and northern North Sea.  North Sea stock spawns in the southern North Sea in summer, migrates to central North Sea, Skagerrak and Kattegat.",NA,0.500100016593933,0,2,1990-10-17,303,2013-07-12,18,1994-09-05,NA
"Trematomus bernacchii",7053,"Trematomus",5179,"Boulenger, 1902","Emerald rockcod","Trber_u0.jpg",NA,NA,NA,382,"Trematominae",9349,NA,"fusiform-normal","R",NA,"The genus <i>Pseudotrematomus</i> is a synonym of <i>Trematomus</i>, which is confirmed by a molecular study to be published (J.-C. Hureau, pers. comm. 08 Jun. 2010).",10,0,0,1,"demersal","WaterAssumed",NA,NA,NA,0,700,11892,0,200,45168,10,5179,NA,NA,53.38,NA,28,"TL",35,"TL",5179,25,"TL",NA,NA,2121,NA,NA,NA,NA,NA,NA,NA,4537,"commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in seafloors, well adapted to extremely low and stable temperatures (-1.86°C), annual mean temperature of McMurdo Sound) (Ref. 45168).  Feed on polychaetes, gastropods, isopods, amphipods and few algae.  Spawn once a year (Ref. 1071).  Utilized for human consumption.",NA,0.500500023365021,0,26,1993-01-23,14,2019-11-19,2,1994-09-27,NA
"Triplophysa rosa",62957,"Triplophysa",57680,"Chen & Yang, 2005",NA,NA,NA,NA,NA,692,NA,240,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5.59999990463257,"SL",NA,NA,57680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in a pool,  581 m underground. The pool has an altitude of 314 m above sea level (Ref. 57680).",NA,0.5,0,10,2006-11-21,303,2012-10-31,NA,NA,NA
"Zacco platypus",7762,"Zacco",5258,"(Temminck & Schlegel, 1846)","Freshwater minnow","Zapla_u1.jpg",NA,NA,NA,751,NA,8340,NA,"fusiform-normal","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,22.5,"TL",NA,NA,126870,13,"SL",NA,NA,35840,387.799987792969,NA,96543,"ZAPLA_M0","ZAPLA_F0",NA,NA,5258,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults are common in streams and rivers with rapid water flow, but not deep or stagnant waters.  Feed on zooplankton, small crustaceans, macroscopic algae, small fish and detritus.",NA,0.5625,0,10,1993-04-06,65,2022-08-09,NA,NA,NA
